ç
Nome,Designação,Bairro,Artes Cênicas,Artes Industriais,Artes Plasticas,Ciências,Educação Física,Educação Musical,Educação Para O Lar,Espanhol,Francês,Geografia,História,Inglês,Língua Portuguesa,Matemática,Técnicas Agrícolas,Técnicas Comerciais,Educação Infantil,Ensino Fundamental,Ensino Religioso,Professor II,Séries Atendidas,Latitude,Longitude
GOVERNADOR CARLOS LACERDA,"0716047",Taquara,0,0,1,2,2,0,0,0,1,1,2,3,6,4,1,0,0,11,0,2,7º Ano/8º Ano/9º Ano,"-22.9286994573776","-43.3719787696295"
NELSON RODRIGUES,"0716048",Taquara,0,0,2,6,5,1,0,1,1,4,8,5,15,9,0,0,0,3,0,2,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.9348421756029","-43.3693539270844"
RENATO LEITE,"0716049",Taquara,0,0,2,3,4,0,0,1,0,1,2,5,7,1,0,0,0,4,0,21,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.933023254613","-43.3689223442879"
PROFESSOR AUGUSTO CONY,"0716051",Taquara,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,"-22.9175312563251","-43.3643369129629"
ROSA DO POVO,"0716052",Taquara,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,4,0,23,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.913338085296","-43.3799043004477"
PROFESSORA DYLA SYLVIA DE SA,"0716053",Taquara,0,0,0,0,7,0,0,0,0,0,1,1,3,0,0,0,1,1,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola/Realfabetização 1,"-22.9369531653766","-43.3640270875702"
PIO X,"0716054",Tanque,1,0,2,6,2,2,0,2,0,5,8,3,11,10,0,0,0,7,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9224962219173","-43.3618006576277"
MAESTRO LORENZO FERNANDES,"0716055",Tanque,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,20,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.9130181526682","-43.3715751240544"
NOEL NUTELS,"0716056",Tanque,0,0,1,5,5,0,1,0,1,5,2,3,9,3,0,0,0,3,0,2,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.9127153897695","-43.3713080437318"
EMBAIXADOR DIAS CARNEIRO,"0716057",Tanque,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,23,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9186039564568","-43.3598969970856"
HONDURAS,"0716059",Praça Seca,0,0,1,0,6,0,0,0,0,0,0,2,1,0,0,0,1,0,0,40,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Classe Especial/Pré-Escola/Realfabetização 1,"-22.8964460780831","-43.3522925654454"
DOM ARMANDO LOMBARDI,"0716060",Praça Seca,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.8979747124771","-43.3516086689549"
MORVAN DE FIGUEIREDO,"0716061",Praça Seca,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.9027131545762","-43.3463068722606"
JOSE JOAQUIM DE QUEIROZ JUNIOR,"0716062",Praça Seca,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,17,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,"-22.8899820018973","-43.3546299434399"
SOBRAL PINTO,"0716063",Praça Seca,0,0,2,7,7,3,0,1,0,5,5,5,13,9,0,0,0,5,0,15,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.8966620779218","-43.353700732913"
CARLOS DE LAET,"0716065",Vila Valqueire,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A,"-22.8795898885629","-43.3665013916521"
JOSE ENRIQUE RODÓ,"0716066",Vila Valqueire,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8863525582179","-43.3668558154376"
CANDIDO CAMPOS,"0716067",Vila Valqueire,0,0,3,4,3,0,0,0,0,5,4,5,8,7,0,0,0,1,0,10,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8815150813346","-43.3678726438707"
MARIA DA SILVA FRANCA,"0716068",Vila Valqueire,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.894841338124","-43.3664293448998"
JORGE AMADO,"0716069",Anil,0,0,2,1,7,0,0,0,0,1,0,3,0,0,0,0,0,6,0,31,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9751917188715","-43.3282452243012"
PROFESSORA MARIA THEREZINHA DE CARV,"0716070",Freguesia,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,Classe Especial/Pré-Escola,"-22.94320526736","-43.3350003222161"
POETA MÁRIO QUINTANA,"0716071",Anil,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9525435538871","-43.3463006907822"
MADRE TEREZA DE CALCUTÁ,"0716072",Curicica,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/Classe Especial,"-22.9527173661467","-43.3764246056336"
ROBERTO BURLE MARX,"0716073",Jacarepaguá,0,0,0,3,5,0,0,0,0,2,0,2,2,2,0,0,0,3,0,16,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola,"-22.9681377821634","-43.3894933563152"
CLÁUDIO BESSERMAN VIANNA,"0716075",Rio das Pedras - Jacarepaguá,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,1,6,0,31,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/Pré-Escola/Realfabetização 1,"-22.9728689801127","-43.3287817313742"
OCTAVIO FRIAS DE OLIVEIRA,"0716076",Anil -Jacarepaguá,0,0,2,0,6,1,0,0,0,0,0,3,0,0,0,0,0,5,0,33,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,"-22.9575435148627","-43.3360430687352"
MARISA VARGAS MENEZES,"0716077",Rio das Pedras,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,6,0,8,1º Ano/2º Ano/3º Ano,"",""
Nº 301,"0716203",Rio Das Pedras,1,0,3,7,6,1,0,0,1,2,5,7,10,4,0,0,0,10,0,32,3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Aceleração 2A/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 1,"-22.9726104478975","-43.3347644413593"
GOVERNADOR ROBERTO DA SILVEIRA,"0716204",Rio Das Pedras,0,0,1,1,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,35,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Aceleração 2A/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9745540596625","-43.3274779790266"
RUBENS PAIVA,"0716205",Curicica,0,0,2,2,6,0,0,0,0,2,3,4,3,3,0,0,1,6,0,28,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9533541915405","-43.3824182627008"
PABLO NERUDA,"0716207",Taquara,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,5,4,0,23,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Creche/Pré-Escola,"-22.9263950780486","-43.3875062289382"
DOUTOR JOAQUIM PIMENTA,"0716210",Curicica,1,0,1,2,5,0,0,0,0,1,3,4,2,1,0,0,0,8,0,22,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 1/Aceleração 3/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9447731707868","-43.3774629287557"
COMPOSITOR DONGA,"0716211",Taquara,0,0,1,3,8,1,0,0,0,1,3,3,6,5,0,0,1,2,0,27,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 2A/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9150641790108","-43.4024296938066"
CARLOS DRUMMOND DE ANDRADE,"0716501",Praça Seca,0,0,3,6,6,1,0,0,0,4,6,5,9,6,0,0,0,4,0,13,5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 1/Realfabetização 2,"-22.906206507061","-43.3566917046541"
ALMIR BONFIM DE ANDRADE,"0716502",Vila Valqueire,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,7,0,28,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,"-22.8843792508855","-43.3714267855705"
DOUTOR ADELINO DA PALMA CARLOS,"0716503",Praça Seca,0,0,2,1,5,0,0,0,0,0,1,4,1,1,1,0,2,18,2,25,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.8890776320174","-43.3459259121541"
OTÁVIO HENRIQUE DE OLIVEIRA,"0716601",Jacarepaguá,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.9744481574599","-43.3306402043889"
TIA TEREZA,"0716602",Taquara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche/PIC,"-22.9096766081281","-43.371046366395"
CRIANÇA DO FUTURO,"0716603",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche/PIC,"-22.9437685025358","-43.3840812080926"
GARDÊNIA AZUL,"0716604",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-22.9599689751057","-43.3523104667368"
SEMPRE VIDA NISE DA SILVEIRA,"0716605",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.9426503484309","-43.3516886458455"
AMIGUINHOS DA VILA SAPÊ,"0716606",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,Creche,"-22.947473964064","-43.3740369138889"
EMÍLIA JOANA DA FONSECA MARQUES,"0716607",Praça Seca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,Creche,"-22.9070699979394","-43.352658504809"
IRMÃ DULCE,"0716608",Praça Seca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,Creche,"-22.9004497392673","-43.3620913641221"
RIO NOVO - RIO DAS FLORES,"0716609",Freguesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche/PIC,"-22.971786753426","-43.3345535540266"
TIA MALU,"0716610",Taquara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,Creche,"-22.9179327256019","-43.4096942926827"
VITORINO FREIRE,"0716611",Vila Valqueire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-22.8844452410392","-43.3714719879426"
TIA AUTA,"0716612",Jacarepaguá - Taquara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,Creche/PIC,"-22.9151680931053","-43.4202134924633"
MARIA DA CONCEIÇÃO SILVEIRA DE CARVALHO,"0716613",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,Creche,"-22.968080217619","-43.3891033609295"
AUGUSTO DE CARVALHO TORRES FILHO,"0716614",Curicica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.9547817093241","-43.3900024125571"
DOUTORA ZILDA ARNS,"0716801",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,Creche/Pré-Escola,"-22.940530916004","-43.3910428718637"
ARTHUR BISPO DO ROSÁRIO,"0716802",Curicica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,Creche/Pré-Escola,"-22.9367650472246","-43.3900012598815"
COMPOSITOR ROBERTO RIBEIRO,"0716803",Anil,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,Creche/Pré-Escola,"-22.9574971891521","-43.331517973032"
RODRIGO LOPES DA SILVA - TIKINHO,"0716804",Curicica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,Creche/Pré-Escola,"-22.9451736112553","-43.3782510439841"
ANNA MARIA NIEMEYER,"0716805",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche/Pré-Escola,"-22.971510","-43.336862"
PROFESSORA EDÍLIA COELHO GARCIA,"0716806",Taquara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,Creche/Pré-Escola,"-22.9132728","-43.4156304"
LEILA DINIZ,"0716807",Curicica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,Creche/PIC/Pré-Escola,"-22.9543822301589","-43.3919313649271"
MARIA BERENICE PARENTE,"0716808",Gardênia Azul,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,7,Creche/Pré-Escola,"-22.959000","-43.350952"
PROFESSOR ROBERTO LUIZ PEREIRA,"0716809",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,Creche/Pré-Escola,"-22.903866","-43.345142"
EU SOU,"0716810",Jacarepaguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,Creche/Pré-Escola,"-22.901686","-43.354877"
CIDADE DE LÍDICE,"0716811",Taquara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Pré-Escola,"-22.9274755","-43.3616337"
ESCRITORA CLARICE LISPECTOR,"0716812",Rio Das Pedras,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Pré-Escola,"-22.9035393","-43.2095869"
PROFESSORA EMÍLIA MARIA VIEIRA DE OLIVEIRA,"0716814",RIO DAS PEDRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,"",""
EVARISTO DA VEIGA,"0716815",Praça Seca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,11,Creche/Pré-Escola,"-22.8912089","-43.3500899"
DEBRET,"0716816",Vila Valqueire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,Creche/Pré-Escola,"-22.9035393","-43.2095869"
LOPES TROVAO,"0724001",Itanhangá,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Pré-Escola,"-22.986906621163","-43.3107602743353"
ALMEIDA GARRET,"0724002",Barra da Tijuca,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,1,4,0,21,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-23.0125579923389","-43.3023923401791"
JACKSON DE FIGUEIREDO,"0724003",Barra da Tijuca,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,12,2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano,"-23.00765708822","-43.299232119521"
RODRIGUES ALVES,"0724004",Barra da Tijuca,0,0,1,2,1,0,0,0,0,1,1,1,3,3,0,0,0,3,0,1,7º Ano/8º Ano/9º Ano,"-23.0120399803313","-43.302327023207"
REPUBLICA DA COLOMBIA,"0724005",Barra da Tijuca,0,0,3,0,4,1,0,0,0,0,0,3,0,0,0,0,2,20,2,12,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-23.0027224935614","-43.3403548651339"
PROFESSOR ALBERT EINSTEIN,"0724006",Barra da Tijuca,0,0,2,7,4,1,0,0,0,5,5,3,11,9,0,0,0,2,1,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,"-23.0026674095884","-43.3829148748733"
GOLDA MEIR,"0724007",Barra da Tijuca,0,0,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,4,0,25,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,"-23.0104006805849","-43.3274855005906"
DOM PEDRO I,"0724008",Barra da Tijuca,2,0,2,5,5,2,0,2,1,4,5,2,8,7,0,0,0,2,0,3,6º Ano/7º Ano/8º Ano/9º Ano,"-23.009012093435","-43.3208040204231"
PROFESSORA MARGARIDA GLORIA DE FARIA,"0724009",Barra da Tijuca,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-23.007506134303","-43.4274131407913"
FREDERICO TROTTA,"0724010",Barra da Tijuca,1,0,1,7,4,1,0,0,0,6,6,5,11,10,0,0,0,0,0,10,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-23.0071022431019","-43.4275441359906"
VICE-ALMTE ALVARO ALBERTO DA MOTTA SILVA,"0724011",Barra da Tijuca,0,0,1,0,5,0,0,0,0,0,0,2,0,1,0,0,0,1,0,23,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-23.0078216742212","-43.4295157967734"
PROFESSORA ZULEIKA NUNES DE ALENCAR,"0724013",Barra da Tijuca,0,0,3,4,8,0,0,0,0,5,7,5,8,6,0,0,0,1,0,5,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-23.0087644422451","-43.3694745071644"
PROFESSORA DIDIA MACHADO FORTES,"0724014",Barra da Tijuca,0,0,1,0,3,1,0,1,0,0,0,3,2,0,0,0,0,8,2,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano,"-23.0087203018877","-43.3682483590631"
SERGIO BUARQUE DE HOLANDA,"0724015",Barra da Tijuca,1,0,3,7,9,1,0,1,0,4,5,4,14,6,0,0,0,1,0,1,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,"-23.0046786841436","-43.3467231700429"
HEMETERIO DOS SANTOS,"0724016",Curicica,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.9718483153701","-43.4132320939662"
PROFESSOR OLEGARIO DOMINGUES,"0724017",Vargem Pequena,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Pré-Escola,"-22.9831172294792","-43.4619016946153"
SAO SEBASTIAO,"0724018",Vargem Pequena,0,0,1,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,0,8,4º Ano/5º Ano/6º Ano,"-22.9811591431327","-43.4608188651182"
PROFESSOR TEOFILO MOREIRA DA COSTA,"0724019",Vargem Pequena,0,0,1,3,3,0,0,1,0,3,3,3,6,4,0,0,0,4,0,0,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,"-22.9812407225956","-43.4912636466232"
ENGENHEIRO ALVARO SODRE,"0724020",Vargem Grande,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Classe Especial/Pré-Escola,"-22.9840359856662","-43.5095159410885"
PEROLA BYINGTON,"0724021",Vargem Grande,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,3,0,15,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Pré-Escola/Realfabetização 1,"-22.9752322577828","-43.4899610923795"
COMUNIDADE DE VARGEM GRANDE,"0724022",Vargem Grande,0,0,4,4,6,1,0,0,0,1,3,2,5,5,0,0,0,0,0,11,4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9828090607401","-43.4967821347095"
PROFESSOR JURANDIR PAES LEME,"0724023",Recreio dos Bandeirantes,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,"-23.0261000976974","-43.5209594708164"
PROFESSOR CARLOS DELGADO DE CARVALHO,"0724024",Recreio dos Bandeirantes,0,0,1,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,16,1º Ano/2º Ano/3º Ano,"-23.0192907331595","-43.4799301011243"
EMBAIXADOR ITALO ZAPPA,"0724026",Vargem Pequena,0,0,1,0,8,0,0,0,0,0,0,4,0,0,0,0,0,2,0,31,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9035393","-43.2095869"
MARIA CLARA MACHADO,"0724027",Barra da Tijuca,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4,0,21,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9863809127936","-43.3072623063336"
FREI GASPAR,"0724028",Recreio dos Bandeirantes,0,0,0,2,5,0,0,0,1,0,2,2,3,4,0,0,0,4,0,12,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Pré-Escola,"-23.0005911405439","-43.4926754945537"
VICE-ALMTE PAULO CASTRO MOREIRA DA SILVA,"0724501",Barra da Tijuca,0,0,2,0,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,24,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Realfabetização 1/Realfabetização 2,"-23.008168845902","-43.4294061137392"
MARGARET MEE,"0724502",Recreio dos Bandeirantes,1,0,1,1,11,0,0,0,0,1,0,2,1,1,0,0,0,11,2,34,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-23.0193259816674","-43.4813452549334"
MARIA VIEIRA BAZANI,"0724601",Recreio dos Bandeirantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-23.0265383095613","-43.4854137698601"
DINA SFAT,"0724602",Itanhangá,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Creche,"-22.9887176933594","-43.2969012994215"
BENEDITA SIQUEIRA LOPES,"0724603",Barra da Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,Creche,"-22.9866739718888","-43.3070867952474"
EDSON LUIZ,"0724604",Itanhangá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,Creche,"-22.9885193632922","-43.2968666844033"
SEBASTIÃO BERNARDES DE SOUZA PRATA,"0724605",Vargem Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche,"-22.9908997739098","-43.4323103510069"
ROGÉRIO CARDOSO FURTADO,"0724606",Vargem Pequena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,Creche/PIC,"-22.9913688220052","-43.4320211147498"
MILENA SANTOS NASCIMENTO,"0724801",Recreio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,4,Creche/Pré-Escola,"-23.0234981527884","-43.4895837387422"
PORFÍRIO DIAS,"0724802",Vargem Grande,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,Creche/Pré-Escola,"-22.9754486771908","-43.4838983302083"
VERA LÚCIA MARTINS COSTA,"0724803",Recreio dos Bandeirantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,Creche/Pré-Escola,"-23.0195371704732","-43.4822840129206"
PROFESSORA MATILDE ROSA LOPES DE ARAUJO,"0724804",-ITANHANGÁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,"",""
TRISTÃO DE ATHAYDE,"0724805",Barra da Tijuca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,Creche/Pré-Escola,"-22.9035393","-43.2095869"
RUTH CARDOSO,"0724806",Recreio dos Bandeirantes,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,1,0,12,Creche/Pré-Escola,"-22.9035393","-43.2095869"
CARMEN MIRANDA,"0724807",Barra da Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche/Pré-Escola,"-22.999903","-43.334583"
